cluster,range,n_bins,Rmin_arcsec,Rmax_arcsec,Rmin_Rh,Rmax_Rh,KAP,KAP_err_analytic,KAP_resample_std,KAP_SNR,KAP_class,GKI,GKI_err,GKI_resample_std,GKI_SNR,GKI_sign_class,R2_GKI,chi2nu_GKI,delta_BIC_slope_minus_const,beta_min,beta_max,beta_var,mean_beta_err2,Ds_raw,Ds_corr,minus_beta_norm_wmean,minus_beta_norm_dispersionweighted,KAP_minus_minus_beta_norm_wmean
NGC0104,R_le_Rh,28,8.0216,158.5868,0.0436183114797455,0.8623327564296549,-0.0263310856799495,0.0100771893050961,0.0097608021115743,2.612939469801733,RADIAL,-0.1072390769030058,0.0086589217652004,0.0081412523503006,12.384807232465352,NEGATIVE,0.8205963526139419,1.2897538724898436,-150.051245675159,-0.3087359999999999,0.2541322314049586,0.0187033441846052,0.0222344966194735,0.5148027876009011,0.0,-0.029984119753433,-0.0263310856799495,0.0036530340734834
NGC0362,R_le_Rh,12,7.1193,47.1062,0.1379050540462544,0.9124749704203604,-0.0018792009536539,0.0223369853771433,0.021400558099845,0.084129569049944,ISOTROPIC,-0.0575731897512383,0.021103187234819,0.021191391389251,2.7281750908339557,NEGATIVE,0.5907295044102201,0.5156633355800248,-4.958032676457332,-0.3099000968959873,0.1416522491349479,0.0235636188757537,0.0240961209171873,1.9836030190655007,0.0,-0.0003276230561023,-0.0018792009536539,-0.0015515778975516
NGC1261,R_le_Rh,11,3.1141,38.1547,0.0761846541696734,0.9334326529166176,0.0397055064460933,0.0274767746030851,0.0273700236746829,1.4450570352473298,ISOTROPIC,-0.0888548667256888,0.0242606506597954,0.024493164144157,3.6625096322308575,NEGATIVE,0.6840755187184131,0.6883261583548689,-11.01608153338442,-0.514792899408284,0.1011975037949065,0.0330724835403745,0.0424810229253187,0.6653686061169576,0.0,0.0398636767725498,0.0397055064460933,-0.0001581703264565
NGC1851,R_le_Rh,8,4.3529,28.2263,0.1441063126144938,0.9344547340280012,0.0312057399246723,0.0273421757829992,0.027285029110911,1.141304195113666,ISOTROPIC,-0.1706754656039766,0.0325840993522722,0.0325744824034092,5.237998563617639,NEGATIVE,0.9383094180629796,0.300643827058227,-25.357187410780725,-0.5362031342987503,0.0634755463059314,0.0355596639692964,0.0502739878064065,0.8629784111219128,0.0,0.0275975288868456,0.0312057399246723,0.0036082110378266
NGC2808,R_le_Rh,12,3.475,49.4917,0.0691769108195965,0.9852324941612164,-0.0492754022428846,0.0174421567045677,0.0175047000128674,2.82507507973372,RADIAL,-0.0918859326491517,0.0161464748711741,0.0155895915209132,5.690773582609871,NEGATIVE,0.840011479705527,0.6168026260332058,-29.89999731874425,-0.0499923792104861,0.3549105568153188,0.0151318689719959,0.0157740556999639,0.2552807471468892,0.0,-0.0483942571015346,-0.0492754022428846,-0.00088114514135
NGC5904,R_le_Rh,18,3.7621,91.1232,0.0387582115240103,0.9387768162315469,-0.0059170679321067,0.016400135136116,0.0157355084554403,0.360793852184566,ISOTROPIC,-0.0333421874730016,0.0121370537952041,0.0112249982965148,2.7471401244160742,NEGATIVE,0.3321292155868256,0.948477445411684,-4.656407105279751,-0.3195529257067719,0.2323668041410654,0.0154945112224054,0.0205074519777014,0.9734526037393484,0.0,-0.0074253253260987,-0.0059170679321067,0.0015082573939919
NGC5927,R_le_Rh,13,6.8315,72.1609,0.0880715525083511,0.9302967859767072,-0.0097706726250336,0.0198642731422597,0.0193316076702812,0.4918716408629767,ISOTROPIC,-0.0263198538889135,0.0173819794695769,0.0181551969488329,1.514203484993189,CONSISTENT_WITH_ZERO,0.2405279804210681,0.6581455832053655,0.2721371634965912,-0.2933487120338331,0.2220979128891633,0.0274964279544018,0.0239883517536543,1.3907684617460037,0.1774383839781755,-0.0104756436461943,-0.0097706726250336,0.0007049710211607
NGC5986,R_le_Rh,11,7.1035,52.3382,0.127811259479891,0.941706378673954,-0.019380854726812,0.0232616717679964,0.022336392933489,0.833166890157754,ISOTROPIC,-0.072183491630176,0.0226837308480084,0.0221720641434386,3.182170169177156,NEGATIVE,0.6703168866377489,0.5533766544869809,-7.7283117128027,-0.5001502313562887,0.2985937499999999,0.0663421636391936,0.0236228175451126,2.258006591573116,1.453985818019674,-0.019744441648842,-0.019380854726812,0.0003635869220299
NGC6205,R_le_Rh,20,6.8744,90.393,0.0712662140858361,0.9370951486472976,-0.0028969177143122,0.0145549712694975,0.0142676601653052,0.1990328706717015,ISOTROPIC,-0.0807602312066311,0.0122881783162401,0.0118275761444867,6.572189068895432,NEGATIVE,0.7074445335266445,0.9923466654470068,-40.19793688374647,-0.3741672580755935,0.2588473062355136,0.0310347547866769,0.0174126391053177,2.406369915211323,1.0562303321701574,-0.002906213125226,-0.0028969177143122,9.295410913762094e-06
NGC6254,R_le_Rh,16,10.752,96.1468,0.0883894610036266,0.7903984216167678,0.0476502655212774,0.0242485672660786,0.0231943461426204,1.965075503159128,ISOTROPIC,-0.0650543884241253,0.0207642541202139,0.0199956384008673,3.1329990495923936,NEGATIVE,0.4552479189903808,0.838964181007596,-7.0430943225067,-0.5362031342987503,0.2829734651404787,0.0430685069018013,0.0482884662984797,0.747065195838616,0.0,0.0473673438503823,0.0476502655212774,0.0002829216708951
